,28-Jan,,43528,,,,,,05-Mar,,,,,,,,Mar-14,,,,22-Mar,,,,,,Mar-25,,,,,,Apr-11,,,,,,Apr-12,,Apr-17,,,,19-Apr,,,,Apr-22,,,,,,23.04.2019,,,,,,,,01-Apr,,11049,,42125,,.,,,,May-16,,,,,,44682,,,,,,,,46874,,,,,,47239,,,,Jun-21,,,,Julu 23,,,,,,,,Jul-24,,Jul-25,,Jul-26,,,,,,,,,,Sep-02,,,,,,,,Sep-03,,,,Sep-05,,,,19-Sep,,,,,,Sep-20,,Oct-02,,,,,,,,Dec-01,,,,,,03.12.2019,,,,04.12.2019,,,,,,Jan-22,,,,,,Jan-23,,,,Jan-27,,,,,,Jan-29,,,,Feb-05,,,,10-Feb,,,,13-Feb,,,,,,14-Feb,,,,,,19-Feb,,,,20-Feb,,,,,,,,Feb-26,,,,Mar-03,,,,,,Mar-04,,,,,,Mar-09,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962.419922,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,3881.680078,40.4858284,3525.1,44.6428566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3004.480078,47.39336395,,,,,3498.810156,43.66812134,3001.819922,55.24861908,,,,,,,,,,,,,,,,,3741.169844,35.21126938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3188.560078,44.44444275,3054.049922,48.19277191,,,,,,,,,,,,,,,,,,,,,,,,,,,3128.549922,50.25125504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963.590039,85.47008514,,,,,,,,,,,,,,,,,,,,,,,,,,,3884.130078,40.98360825,3527.35,44.6428566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3006.630078,46.72897339,,,,,3501,45.66210175,3003.569922,56.81818008,,,,,,,,,,,,,,,,,3744.069844,34.60207748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3190.73,46.18937683,3056.105,48.66180038,,,,,,,,,,,,,,,,,,,,,,,,,,,3130.535078,50.37783432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964.75,86.20689392,,,,,,,,,,,,,,,,,,,,,,,,,,,3886.510156,42.01680756,3529.619922,43.85964966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3008.780078,46.5116272,,,,,3503.230078,44.8430481,3005.319922,57.1428566,,,,,,,,,,,,,,,,,3747.08,33.2225914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3192.989961,44.24778748,3058.149922,48.89975739,,,,,,,,,,,,,,,,,,,,,,,,,,,3132.53,50.25125504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965.909961,86.20689392,,,,,,,,,,,,,,,,,,,,,,,,,,,3888.910156,41.49377441,3531.869922,44.44444275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3011.109961,42.73504257,,,,,3505.439844,45.24886703,3007.169922,54.05405426,,,,,,,,,,,,,,,,,3750.149922,32.57329178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3195.43,40.98360825,3060.214961,48.3091774,,,,,,,,,,,,,,,,,,,,,,,,,,,3134.485078,51.02040863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967.069922,86.20689392,,,,,,,,,,,,,,,,,,,,,,,,,,,3891.3,42.01680756,3534.130078,44.24778748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013.630078,39.84063721,,,,,3507.530078,47.61904907,3008.909961,57.47126389,,,,,,,,,,,,,,,,,3753.169844,33.11258316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3197.539961,47.39336395,3062.299922,48.07692337,,,,,,,,,,,,,,,,,,,,,,,,,,,3136.539961,48.66180038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.190039,89.2857132,,,,,,,,,,,,,,,,,,,,,,,,,,,3893.969922,37.45318222,3536.410156,43.85964966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3015.690039,48.78048706,,,,,3509.780078,44.44444275,3011.130078,45.24886703,,,,,,,,,,,,,,,,,3756.140156,33.6700325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3199.905,42.28329849,3064.310078,49.75124359,,,,,,,,,,,,,,,,,,,,,,,,,,,3138.564961,49.26108551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.35,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,3896.330078,42.37288284,3538.610156,45.45454407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3512.230078,40.98360825,3012.75,61.3496933,,,,,,,,,,,,,,,,,3759.53,29.49852562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3202.055,46.40371323,3066.360078,48.78048706,,,,,,,,,,,,,,,,,,,,,,,,,,,3140.535078,50.89058685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.5,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,3898.710156,41.84100342,3540.880078,44.05286407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3514.519922,43.66812134,3014.55,55.86592102,,,,,,,,,,,,,,,,,3762.340156,35.58718872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3204.389961,42.82655334,3068.460078,47.61904907,,,,,,,,,,,,,,,,,,,,,,,,,,,3142.520039,50.37783432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971.669922,85.47008514,,,,,,,,,,,,,,,,,,,,,,,,,,,3901.139844,41.32231522,3543.139844,44.24778748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3516.689844,46.08295059,3016.290039,57.1428566,,,,,,,,,,,,,,,,,3765.310078,33.6700325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3206.599922,45.24886703,3070.48,49.50495148,,,,,,,,,,,,,,,,,,,,,,,,,,,3144.410078,52.91005325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.819922,86.20689392,,,,,,,,,,,,,,,,,,,,,,,,,,,3903.510156,42.01680756,3545.369922,44.8430481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3518.930078,44.6428566,3018.030078,57.47126389,,,,,,,,,,,,,,,,,3768.23,34.2465744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3208.88,43.85964966,3072.560078,48.07692337,,,,,,,,,,,,,,,,,,,,,,,,,,,3146.414961,49.75124359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973.980078,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,3906.1,38.75968933,3547.619922,44.44444275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3521.060156,46.72897339,3019.790039,56.81818008,,,,,,,,,,,,,,,,,3771.110078,34.72222137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3211.18,43.47826004,3074.620039,48.54368973,,,,,,,,,,,,,,,,,,,,,,,,,,,3148.274922,54.05405426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.109961,87.71929932,,,,,,,,,,,,,,,,,,,,,,,,,,,3908.389844,43.66812134,3549.839844,45.04504395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3523.230078,46.08295059,3021.55,56.81818008,,,,,,,,,,,,,,,,,3773.910078,35.7142868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3213.339961,46.40371323,3076.649922,49.26108551,,,,,,,,,,,,,,,,,,,,,,,,,,,3150.285078,49.62779236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.259961,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,3910.819922,41.15226364,3552.339844,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3525.460156,45.04504395,3023.380078,54.64480972,,,,,,,,,,,,,,,,,3776.73,35.46099472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3215.545039,45.35147476,3078.689961,49.01960754,,,,,,,,,,,,,,,,,,,,,,,,,,,3152.270039,50.50505066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977.409961,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,3913.269922,40.65040588,3554.5,46.29629517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3527.7,44.6428566,3025.15,56.81818008,,,,,,,,,,,,,,,,,3779.640156,34.36426163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3217.824922,43.76367569,3080.699922,49.62779236,,,,,,,,,,,,,,,,,,,,,,,,,,,3154.264961,49.87531281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.569922,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,3915.769922,40,3556.819922,43.10344696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3529.810156,47.39336395,3026.859961,58.139534,,,,,,,,,,,,,,,,,3782.640156,33.33333206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220.264961,40.98360825,3082.795039,47.8468895,,,,,,,,,,,,,,,,,,,,,,,,,,,3156.324922,48.54368973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979.730078,86.20689392,,,,,,,,,,,,,,,,,,,,,,,,,,,3918.139844,42.37288284,3559.030078,45.24886703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3532.15,42.73504257,3028.630078,56.49717331,,,,,,,,,,,,,,,,,3785.599922,33.78378296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222.424922,46.29629517,3084.849922,48.66180038,,,,,,,,,,,,,,,,,,,,,,,,,,,3158.299922,50.63291168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.919922,84.03361511,,,,,,,,,,,,,,,,,,,,,,,,,,,3920.519922,42.01680756,3561.289844,44.24778748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3534.310156,46.29629517,3030.4,56.49717331,,,,,,,,,,,,,,,,,3788.510078,34.2465744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3224.649922,45.04504395,3086.889961,49.01960754,,,,,,,,,,,,,,,,,,,,,,,,,,,3160.374922,48.19277191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.080078,85.47008514,,,,,,,,,,,,,,,,,,,,,,,,,,,3922.919922,41.49377441,3563.519922,45.04504395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3536.489844,45.66210175,3032.159961,57.1428566,,,,,,,,,,,,,,,,,3791.53,33.2225914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3226.824922,45.97701263,3088.945039,48.66180038,,,,,,,,,,,,,,,,,,,,,,,,,,,3162.370039,50.12531281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.259961,85.47008514,,,,,,,,,,,,,,,,,,,,,,,,,,,3925.280078,42.37288284,3565.780078,44.24778748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3538.9,41.49377441,3033.969922,54.9450531,,,,,,,,,,,,,,,,,3794.58,32.78688431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3228.999922,45.97701263,3090.974922,49.26108551,,,,,,,,,,,,,,,,,,,,,,,,,,,3164.339961,50.89058685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.390039,87.71929932,,,,,,,,,,,,,,,,,,,,,,,,,,,3927.7,41.32231522,3568.069922,43.66812134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3541.180078,43.85964966,3036.1,46.94835663,,,,,,,,,,,,,,,,,3797.460078,34.72222137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3231.205,45.35147476,3093.039961,48.42615128,,,,,,,,,,,,,,,,,,,,,,,,,,,3166.349922,49.75124359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985.55,86.20689392,,,,,,,,,,,,,,,,,,,,,,,,,,,3930.139844,40.98360825,3570.319922,44.24778748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3543.330078,46.5116272,3037.759961,60.24096298,,,,,,,,,,,,,,,,,3800.499922,32.89473724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3233.394844,45.5580864,3095.055,49.50495148,,,,,,,,,,,,,,,,,,,,,,,,,,,3168.28,51.67958832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986.7,87.71929932,,,,,,,,,,,,,,,,,,,,,,,,,,,3932.519922,42.01680756,3572.580078,44.24778748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3545.460156,46.94835663,3039.490039,58.139534,,,,,,,,,,,,,,,,,3803.540156,32.89473724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3235.665156,44.24778748,3097.055,50,,,,,,,,,,,,,,,,,,,,,,,,,,,3170.235078,51.15089417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.840039,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,3935.019922,40.16064072,3574.9,43.10344696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3547.619922,46.29629517,3041.290039,55.24861908,,,,,,,,,,,,,,,,,3806.469844,34.12969208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3237.849922,45.66210175,3099.110078,48.78048706,,,,,,,,,,,,,,,,,,,,,,,,,,,3172.199922,50.89058685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.980078,87.71929932,,,,,,,,,,,,,,,,,,,,,,,,,,,3937.410156,41.66666794,3577.189844,43.66812134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3549.710156,47.8468895,3043.080078,56.17977524,,,,,,,,,,,,,,,,,3809.319844,34.96503448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3240.310078,40.73319626,3101.155,48.78048706,,,,,,,,,,,,,,,,,,,,,,,,,,,3174.114961,52.2193222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990.090039,90.09008789,,,,,,,,,,,,,,,,,,,,,,,,,,,3939.8,42.01680756,3579.410156,45.24886703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3552.039844,42.91845322,3044.830078,56.81818008,,,,,,,,,,,,,,,,,3812.349922,33.00329971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3242.440156,46.83840561,3103.220039,48.54368973,,,,,,,,,,,,,,,,,,,,,,,,,,,3176.099922,50.37783432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991.269922,84.74576569,,,,,,,,,,,,,,,,,,,,,,,,,,,3942.369922,38.75968933,3581.660156,44.44444275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3554.2,46.5116272,3046.580078,57.1428566,,,,,,,,,,,,,,,,,3815.33,33.6700325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3244.585078,46.62004852,3105.264961,48.89975739,,,,,,,,,,,,,,,,,,,,,,,,,,,3178.139961,49.01960754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992.45,85.47008514,,,,,,,,,,,,,,,,,,,,,,,,,,,3944.710156,42.91845322,3583.889844,44.6428566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3556.380078,45.66210175,3048.459961,53.19149017,,,,,,,,,,,,,,,,,3818.23,34.48275757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3246.68,47.73269653,3107.33,48.3091774,,,,,,,,,,,,,,,,,,,,,,,,,,,3180.18,48.89975739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993.609961,86.20689392,,,,,,,,,,,,,,,,,,,,,,,,,,,3947.1,41.84100342,3586.160156,44.05286407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3558.710156,42.91845322,3050.119922,60.24096298,,,,,,,,,,,,,,,,,3821.310078,32.46753311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3248.994844,43.19654465,3109.385078,48.78048706,,,,,,,,,,,,,,,,,,,,,,,,,,,3182.170039,50.25125504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994.790039,84.03361511,,,,,,,,,,,,,,,,,,,,,,,,,,,3949.510156,41.49377441,3588.389844,44.8430481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3560.839844,47.16981125,3051.859961,57.47126389,,,,,,,,,,,,,,,,,3824.099922,35.84229279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3251.169844,45.97701263,3111.449922,48.3091774,,,,,,,,,,,,,,,,,,,,,,,,,,,3184.110078,51.67958832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.930078,88.49557495,,,,,,,,,,,,,,,,,,,,,,,,,,,3951.910156,41.49377441,3590.630078,44.6428566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3563.019922,45.87155914,3053.569922,58.47953033,,,,,,,,,,,,,,,,,3827.260078,31.64556885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3253.360078,45.66210175,3113.505,48.66180038,,,,,,,,,,,,,,,,,,,,,,,,,,,3186.105,50.12531281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.090039,86.20689392,,,,,,,,,,,,,,,,,,,,,,,,,,,3954.310156,41.66666794,3592.869922,44.6428566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3565.289844,43.85964966,3055.390039,54.9450531,,,,,,,,,,,,,,,,,3830.13,34.8432045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3255.594844,44.6428566,3115.570039,48.42615128,,,,,,,,,,,,,,,,,,,,,,,,,,,3188.099922,50.12531281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.280078,84.03361511,,,,,,,,,,,,,,,,,,,,,,,,,,,3956.710156,41.84100342,3595.2,42.91845322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3567.489844,45.66210175,3057.109961,58.139534,,,,,,,,,,,,,,,,,3833.119844,33.44481659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3257.799922,45.35147476,3117.624922,48.66180038,,,,,,,,,,,,,,,,,,,,,,,,,,,3190.03,51.81347275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.430078,86.20689392,,,,,,,,,,,,,,,,,,,,,,,,,,,3959.130078,41.32231522,3597.410156,45.45454407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3569.610156,46.94835663,3058.9,55.86592102,,,,,,,,,,,,,,,,,3836.469844,29.85074615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3260.110078,43.29004288,3119.710078,47.96163177,,,,,,,,,,,,,,,,,,,,,,,,,,,3192.064961,49.01960754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.580078,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,3961.539844,41.49377441,3599.739844,42.73504257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3571.889844,44.05286407,3060.609961,58.47953033,,,,,,,,,,,,,,,,,3839.460078,33.33333206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3262.244844,46.83840561,3121.714961,50,,,,,,,,,,,,,,,,,,,,,,,,,,,3194.020039,51.28205109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.680078,90.90908813,,,,,,,,,,,,,,,,,,,,,,,,,,,3963.95,41.49377441,3602.189844,40.81632614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3574.189844,43.29004288,3062.390039,56.17977524,,,,,,,,,,,,,,,,,3842.440156,33.6700325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264.48,44.74272919,3123.795039,47.96163177,,,,,,,,,,,,,,,,,,,,,,,,,,,3196.005,50.37783432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.859961,84.74576569,,,,,,,,,,,,,,,,,,,,,,,,,,,3966.360156,41.49377441,3604.369922,45.87155914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3576.3,47.61904907,3064.169922,56.17977524,,,,,,,,,,,,,,,,,3845.399922,33.6700325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3266.655,45.97701263,3125.824922,49.26108551,,,,,,,,,,,,,,,,,,,,,,,,,,,3197.914961,52.35602188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.030078,85.47008514,,,,,,,,,,,,,,,,,,,,,,,,,,,3968.780078,41.32231522,3606.6,44.8430481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3578.680078,42.01680756,3065.940039,56.49717331,,,,,,,,,,,,,,,,,3848.410078,33.33333206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3268.83,45.97701263,3127.849922,49.38271713,,,,,,,,,,,,,,,,,,,,,,,,,,,3199.910078,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.180078,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,3971.210156,41.15226364,3608.969922,42.1940918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3581,42.91845322,3067.709961,56.49717331,,,,,,,,,,,,,,,,,3851.399922,33.44481659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3271.040156,45.24886703,3129.93,48.19277191,,,,,,,,,,,,,,,,,,,,,,,,,,,3201.995039,47.8468895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.340039,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,3973.589844,42.01680756,3611.169922,45.66210175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3583.069922,48.3091774,3069.480078,56.49717331,,,,,,,,,,,,,,,,,3854.460078,32.67973709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3273.360078,43.19654465,3131.974922,48.78048706,,,,,,,,,,,,,,,,,,,,,,,,,,,3204.020039,49.50495148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.5,85.47008514,,,,,,,,,,,,,,,,,,,,,,,,,,,3976.05,40.65040588,3613.380078,45.04504395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3585.310156,44.8430481,3071.269922,55.86592102,,,,,,,,,,,,,,,,,3857.569844,32.15434265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3275.605,44.44444275,3134.020039,48.78048706,,,,,,,,,,,,,,,,,,,,,,,,,,,3205.960078,51.41388321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
